WEATHER,LOCATION,DATE,TMAX,TAVG,TMIN
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",10/7/2018,,83,65
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",10/8/2018,,84,66
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",10/9/2018,,82,66
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",10/10/2018,,81,67
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",10/11/2018,,72,52
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",10/12/2018,,52,44
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",10/13/2018,,47,40
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",10/14/2018,,56,40
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",10/15/2018,,64,45
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",10/16/2018,,51,36
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",10/17/2018,,56,40
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",10/18/2018,,50,35
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",10/19/2018,,59,32
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",10/20/2018,,59,38
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",10/21/2018,,40,32
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",10/22/2018,,56,31
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",10/23/2018,,58,40
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",10/24/2018,,49,35
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",10/25/2018,,46,32
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",10/26/2018,,50,37
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",10/27/2018,,48,41
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",10/28/2018,,50,41
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",10/29/2018,,47,41
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",10/30/2018,,57,39
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",10/31/2018,,70,48
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",11/1/2018,,65,52
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",11/2/2018,,64,42
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",11/3/2018,,48,36
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",11/4/2018,,56,33
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",11/5/2018,,62,47
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",11/6/2018,,65,47
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",11/7/2018,,52,36
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",11/8/2018,,46,32
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",11/9/2018,,45,36
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",11/10/2018,,36,26
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",11/11/2018,,42,22
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",11/12/2018,,44,27
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",11/13/2018,,38,31
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",11/14/2018,,33,26
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",11/15/2018,,33,29
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",11/16/2018,,33,30
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",11/17/2018,,39,33
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",11/18/2018,,52,35
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",11/19/2018,,40,37
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",11/20/2018,,38,32
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",11/21/2018,,33,27
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",11/22/2018,,27,20
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",11/23/2018,,45,24
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",11/24/2018,,47,32
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",11/25/2018,,53,45
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",11/26/2018,,53,30
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",11/27/2018,,31,25
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",11/28/2018,,26,23
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",11/29/2018,,31,22
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",11/30/2018,,43,30
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",12/1/2018,,46,36
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",12/2/2018,,64,45
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",12/3/2018,,51,33
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",12/4/2018,,33,29
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",12/5/2018,,31,28
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",12/6/2018,,36,26
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",12/7/2018,,31,22
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",12/8/2018,,27,19
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",12/9/2018,,31,19
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",12/10/2018,,26,17
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",12/11/2018,,34,21
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",12/12/2018,,42,28
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",12/13/2018,,48,36
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",12/14/2018,,52,36
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",12/15/2018,,48,42
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",12/16/2018,,42,38
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",12/17/2018,,41,33
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",12/18/2018,,37,28
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",12/19/2018,,46,23
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",12/20/2018,,52,30
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",12/21/2018,,49,32
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",12/22/2018,,36,32
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",12/23/2018,,45,30
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",12/24/2018,,35,28
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",12/25/2018,,,
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",12/26/2018,,,
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",12/27/2018,,50,31
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",12/28/2018,,60,45
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",12/29/2018,,49,31
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",12/30/2018,,41,31
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",12/31/2018,,61,31
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",1/1/2019,,61,36
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",1/2/2019,,41,36
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",1/3/2019,,41,30
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",1/4/2019,,42,28
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",1/5/2019,,48,35
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",1/6/2019,,43,29
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",1/7/2019,,50,28
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",1/8/2019,,59,39
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",1/9/2019,,39,22
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",1/10/2019,,24,20
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",1/11/2019,,29,20
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",1/12/2019,,30,21
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",1/13/2019,,31,25
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",1/14/2019,,34,21
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",1/15/2019,,30,24
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",1/16/2019,,31,26
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",1/17/2019,,32,25
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",1/18/2019,,34,31
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",1/19/2019,,38,29
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",1/20/2019,,38,7
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",1/21/2019,,13,1
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",1/22/2019,,36,3
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",1/23/2019,,50,36
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",1/24/2019,,48,25
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",1/25/2019,,25,14
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",1/26/2019,,25,14
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",1/27/2019,,33,16
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",1/28/2019,,43,10
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",1/29/2019,,42,13
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",1/30/2019,,16,-5
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",1/31/2019,,11,-5
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",2/1/2019,,19,7
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",2/2/2019,,40,9
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",2/3/2019,,56,32
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",2/4/2019,,62,35
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",2/5/2019,,55,42
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",2/6/2019,,53,42
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",2/7/2019,,63,50
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",2/8/2019,,58,20
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",2/9/2019,,28,15
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",2/10/2019,,33,15
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",2/11/2019,,35,31
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",2/12/2019,,48,33
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",2/13/2019,,35,25
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",2/14/2019,,50,24
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",2/15/2019,,51,28
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",2/16/2019,,29,24
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",2/17/2019,,36,21
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",2/18/2019,,36,20
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",2/19/2019,,31,14
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",2/20/2019,,41,26
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",2/21/2019,,47,36
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",2/22/2019,,42,31
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",2/23/2019,,42,32
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",2/24/2019,,58,31
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",2/25/2019,,33,23
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",2/26/2019,,35,24
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",2/27/2019,,56,23
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",2/28/2019,,35,23
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",3/1/2019,,36,27
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",3/2/2019,,40,30
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",3/3/2019,,31,25
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",3/4/2019,,25,14
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",3/5/2019,,20,7
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",3/6/2019,,20,10
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",3/7/2019,,31,15
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",3/8/2019,,36,21
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",3/9/2019,,48,26
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",3/10/2019,,59,39
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",3/11/2019,,50,33
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",3/12/2019,,45,27
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",3/13/2019,,59,30
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",3/14/2019,,78,46
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",3/15/2019,,68,36
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",3/16/2019,,40,30
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",3/17/2019,,43,27
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",3/18/2019,,41,30
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",3/19/2019,,48,27
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",3/20/2019,,53,29
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",3/21/2019,,52,40
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",3/22/2019,,40,29
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",3/23/2019,,47,25
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",3/24/2019,,56,28
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",3/25/2019,,46,30
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",3/26/2019,,47,24
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",3/27/2019,,56,27
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",3/28/2019,,62,40
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",3/29/2019,,57,51
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",3/30/2019,,69,49
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",3/31/2019,,49,26
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",4/1/2019,,42,25
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",4/2/2019,,54,29
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",4/3/2019,,58,37
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",4/4/2019,,57,41
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",4/5/2019,,52,43
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",4/6/2019,,68,44
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",4/7/2019,,72,48
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",4/8/2019,,68,58
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",4/9/2019,,69,50
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",4/10/2019,,58,42
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",4/11/2019,,71,40
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",4/12/2019,,75,56
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",4/13/2019,,69,52
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",4/14/2019,,74,49
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",4/15/2019,,57,35
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",4/16/2019,,66,37
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",4/17/2019,,74,52
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",4/18/2019,,80,59
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",4/19/2019,,70,53
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",4/20/2019,,69,48
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",4/21/2019,,53,45
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",4/22/2019,,67,43
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",4/23/2019,,79,47
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",4/24/2019,,66,46
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",4/25/2019,,61,50
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",4/26/2019,,61,47
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",4/27/2019,,60,41
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",4/28/2019,,52,40
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",4/29/2019,,69,37
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",4/30/2019,,62,53
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",5/1/2019,,85,55
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",5/2/2019,,79,61
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",5/3/2019,,71,60
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",5/4/2019,,68,57
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",5/5/2019,,63,54
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",5/6/2019,,73,48
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",5/7/2019,,77,51
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",5/8/2019,,78,50
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",5/9/2019,,81,61
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",5/10/2019,,72,52
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",5/11/2019,,62,46
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",5/12/2019,,57,51
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",5/13/2019,,56,45
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",5/14/2019,,55,42
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",5/15/2019,,68,40
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",5/16/2019,,74,52
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",5/17/2019,,73,60
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",5/18/2019,,82,57
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",5/19/2019,,86,64
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",5/20/2019,,75,53
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",5/21/2019,,60,46
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",5/22/2019,,78,48
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",5/23/2019,,80,64
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",5/24/2019,,78,58
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",5/25/2019,,84,59
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",5/26/2019,,79,63
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",5/27/2019,,78,62
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",5/28/2019,,85,63
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",5/29/2019,,84,65
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",5/30/2019,,73,62
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",5/31/2019,,76,58
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",6/1/2019,,78,57
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",6/2/2019,,72,53
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",6/3/2019,,65,51
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",6/4/2019,,74,44
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",6/5/2019,,72,60
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",6/6/2019,,79,63
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",6/7/2019,,78,59
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",6/8/2019,,81,61
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",6/9/2019,,78,64
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",6/10/2019,,79,58
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",6/11/2019,,73,52
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",6/12/2019,,75,49
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",6/13/2019,,69,52
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",6/14/2019,,71,51
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",6/15/2019,,74,55
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",6/16/2019,,77,64
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",6/17/2019,,76,65
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",6/18/2019,,75,67
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",6/19/2019,,77,67
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",6/20/2019,,75,63
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",6/21/2019,,74,59
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",6/22/2019,,77,53
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",6/23/2019,,80,55
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",6/24/2019,,83,63
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",6/25/2019,,81,67
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",6/26/2019,,85,64
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",6/27/2019,,87,67
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",6/28/2019,,88,64
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",6/29/2019,,87,68
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",6/30/2019,,83,64
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",7/1/2019,,83,61
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",7/2/2019,,89,66
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",7/3/2019,,83,66
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",7/4/2019,,87,68
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",7/5/2019,,85,71
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",7/6/2019,,89,68
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",7/7/2019,,80,69
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",7/8/2019,,84,68
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",7/9/2019,,87,65
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",7/10/2019,,88,70
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",7/11/2019,,76,65
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",7/12/2019,,80,64
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",7/13/2019,,85,62
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",7/14/2019,,83,70
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",7/15/2019,,86,62
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",7/16/2019,,87,70
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",7/17/2019,,82,69
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",7/18/2019,,87,71
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",7/19/2019,,88,72
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",7/20/2019,,91,75
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",7/21/2019,,92,71
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",7/22/2019,,76,64
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",7/23/2019,,77,63
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",7/24/2019,,77,57
